sentence_id_2,sentence_id_1,sentence_text_2,argument_id_2,sentence_text_1,argument_id_1,score
S0019145002p,B0014007p,The concern is not about removing the Duke from the King's side permanently,S0019145,Marsilius reinforces his position that this authority does not rightfully belong to bishops,B0014,0.8915184979687436
B0367007p,B0101001p,"Historical practices in various kingdoms, such as requiring the consent of estates for new laws, further emphasize that a ruler's power should be exercised in a manner that respects the collective agreement of the governed",B0367,Perfect democracy is founded on the principle of equal rights and collective consent,B0101,0.9127217464204213
S0017840008p,B1138001p,The formation of an army could exacerbate existing tensions between Protestants and Catholics,S0017840,It is essential for the militia to consist solely of citizens to ensure their independence,B1138,0.39081169624121914
S0017934005p,B0424004p,Stirring discontent could exacerbate the already volatile political climate,S0017934,Magistrates have discretion in cases of letters of justice,B0424,0.8804516751674283
B1162006p,B0271006p,Unjust laws do not reflect the will or needs of the broader citizenry,B1162,A nation cannot be considered to rebel against its rulers if it has never been subdued or brought to terms of peace with them,B0271,0.6192813802547399
B1174005p,B0147001p,The role of priests or bishops is limited to teaching and reproving rather than enforcing penalties in this world,B1174,The argument for absolute power based on the creation of a dictator during times of danger is not valid,B0147,0.5695036236907177
S0021051006p,B0054002p,The Queen's inability to bear children raises doubts about the continuity of the Protestant line,S0021051,"Kings may swear to observe the laws of their kingdom, but they are not bound by these laws in the same way that common individuals are",B0054,0.9207056855097536
S0052226003sc,B0488004sc,The Commonwealth must maintain stability,S0052226,clarity on the rightful heir is not present,B0488,0.9016169377512987
S0019781008p,B0800007p,Public hysteria surrounding the Popish Plot has already led to rampant accusations and trials,S0019781,The Jesuits and Puritans argue that the people have the right to change their form of government,B0800,0.8103558251827172
S0019349006p,B0220002p,Encouraging those with differing opinions to voice their thoughts can foster an environment where reason prevails over hysteria,S0019349,Ill magistrates prioritize their own interests over the welfare of the people,B0220,0.9199270256265455
B1207003p,B0099004p,Even those who govern tyrannically are seen as instruments of divine judgment,B1207,Conflicts between individuals can lead to inevitable disputes,B0099,0.9239670623678727
S0020778007p,B0502007p,"In this time of political turmoil, the Exclusion Crisis threatens the stability of our nation",S0020778,"The legislative power is bound by the law of nature, which emphasizes the preservation of mankind and prohibits any arbitrary power over life and property",B0502,0.8617616565607149
S0023532004p,B1052003p,The address during the reign of Edward III resolved against granting pardons to those impeached,S0023532,Any action taken outside the bounds of their authority is not representative of the body politic,B1052,0.7559344890672953
S0023109006p,B0890004p,The speaker emphasizes the need for a collective examination of the situation,S0023109,"When a ruler allows blasphemy or false worship to flourish, it undermines the very foundation of their authority",B0890,0.6770893671739222
S0020429008p,B0881006p,The seriousness of our mission is to protect Protestant governance in England,S0020429,A good prince detests acts of violence and prioritizes the preservation of life,B0881,0.8818791813013137
B1068001sc,B0030001sc,A judge's error does not create new laws,B1068,The people hold ultimate authority in a commonwealth,B0030,0.8471159071684203
B1093004p,B0263002p,Individuals would feel justified in resisting a system that does not treat them fairly,B1093,"When individuals refer to a king with titles such as 'Dread Sovereign' or engage in humble supplications, those individuals inadvertently renounce their natural freedom",B0263,0.8364671949644943
S0018933004p,B0642002p,Establishing an Army could lead to the erosion of civil liberties and the rise of tyranny,S0018933,The oath also involves a significant denial of the Pontiff's power,B0642,0.8738548389732609
S0022743005p,B1205001p,"If the Throne were indeed full, the Lords would not have transferred governance to others",S0022743,Private individuals should refrain from interfering in public matters because such actions undermine the authority of the magistrate and disrupt the established order,B1205,0.9233393992326038
S0019710003p,B0263002p,Amending a Bill that has already been agreed upon by both Houses could lead to endless revisions and dangerous precedents,S0019710,"When individuals refer to a king with titles such as 'Dread Sovereign' or engage in humble supplications, those individuals inadvertently renounce their natural freedom",B0263,0.8950795647539949
S0018319004p,B0067002p,The speaker expresses a deep commitment to both the monarchy and the country,S0018319,Previous discourses have identified and dismantled the singular cause of civil discord,B0067,0.9227340292633373
S0017222006p,B0687004p,"By prioritizing the defense against Popery, the speaker aligns with the prevailing sentiment that the integrity of England's political and religious identity must be preserved at all costs",S0017222,"All who participate in political affairs must adhere to these laws, as they are designed to correct excesses and banish crime",B0687,0.9156164189774831
S0020556004sc,B0117002sc,Parliament must maintain public trust,S0020556,Magistrates ensure community welfare,B0117,0.3240591826661176
B0817001p,B0196001p,Existence cannot be conceived without Order,B0817,The tribute paid by Christ to Caesar does not imply that all nations owe the same duty to their magistrates,B0196,0.9036419796837775
S0024395008p,B0194012p,The call for an Act of Parliament reflects a misunderstanding of the current financial authority held by the monarchy,S0024395,There are mechanisms in place to address any transgressions by the King,B0194,0.9239635202782266
S0016878003p,B0279004p,"Historically, Parliament has not been tasked with building ships since the tonnage and poundage were granted to the King by Act of Parliament",S0016878,"The power of governance is not inherently vested in kings but is a delegated authority, meaning that those in power are accountable to the people",B0279,0.8658589877870542
S0022929001sc,B0350001sc,Parliament must establish a consistent revenue system,S0022929,The assembly of estates is essential for a well-functioning kingdom,B0350,0.5532083845367097
S0023234003sc,B1052002sc,A new draft protects individual rights,S0023234,Protesting against the decrees of a representative assembly violates the authority of the Commonwealth,B1052,0.8883193271477093
S0016435008p,B0651008p,It is imperative that every citizen retains the right to petition the King,S0016435,"The most suitable individual, regardless of their direct lineage, should be chosen to ensure the stability and welfare of the state",B0651,0.511921111886079
S0016417004p,B0778003p,"This situation suggests that the current Prorogation is neither a mere Adjournment nor a complete Dissolution, but rather a troubling development that undermines the principles of governance",S0016417,The Parliament holds a significant role in governance,B0778,0.8127650443621375
B1110001sc,B1044001sc,Clergy authority is based on civil structures,B1110,Commonwealth principles can be effectively compared to arithmetic rules,B1044,0.8564114894520732
S0018591002sc,B0618002sc,The King’s potential disbandment of troublesome individuals threatens the realm's stability,S0018591,Ecclesiastical authority is superior to civil authority in correcting civil rulers,B0618,0.9073596505701649
S0018350008p,B0271004p,"By standing together, the members of Parliament can rectify the mistakes of the past year",S0018350,The general law is designed for the welfare of the people,B0271,0.871586644158882
S0020742003p,B0794001p,The ongoing Exclusion Crisis necessitates additional funding for the Committee,S0020742,King Charles's reign was marked by a disregard for the welfare of his people,B0794,0.9232468724423517
S0021065001sc,B0638002sc,Parliament must delay decisions on the Duke of York's succession,S0021065,The king can enforce acceptance of his definitions,B0638,0.920886833173494
B0513006p,B0305004p,The people can reclaim their power and reconstitute their legislative body when necessary,B0513,"Any power held by delegates, such as members of Parliament, is conferred by the people",B0305,0.8370973059482639
S0018555002sc,B0814002sc,Promoting a nuanced understanding of accountability in government requires recognizing the failures of King Charles II and his Ministers,S0018555,A governing authority is essential for protecting individual natural rights,B0814,0.918012589552104
S0051765006p,B0527004p,Such an action would lead to the collapse of the entire political framework,S0051765,The essence of usurpation is a violation of the established laws and rules that govern the appointment of leaders within a commonwealth,B0527,0.5890291058144775
B0982003p,B0627003p,The new assembly of senators was filled with individuals loyal to the kings' interests,B0982,No external authority possesses any jurisdiction within the kingdom,B0627,0.9236290013227791
S0017646005p,B0315008p,The apprehension surrounding the army's presence is not unfounded,S0017646,Henry the Fifth's approach aimed to protect the rights of the people during his reign,B0315,0.9203733389185729
S0017779003p,B0655002p,The shift from voluntary to compulsory registration disregards the autonomy of individuals who wish to register,S0017779,Tyrants are marked by their cruelty and oppression,B0655,0.829181525838085
S0019688001sc,B0666002sc,Disbanding soldiers is essential for national stability,S0019688,The prince must balance punishments to maintain a harmonious state,B0666,0.8806333522139442
S0053165002p,B0798001p,The speaker emphasizes the importance of adhering to established parliamentary procedures,S0053165,It is possible for a King to act in a manner that is detrimental to his own subjects,B0798,0.9216635426002822
S0019981005p,B0598006p,Fear and suspicion threaten to undermine the very foundations of the monarchy and society,S0019981,"The possibility of kingship arising from conquest illustrates that human actions, whether through war or consent, play a crucial role in the establishment and transfer of royal authority",B0598,0.8082226120637505
S0019440008p,B1049001p,The mob mentality has already led to the persecution of innocent individuals,S0019440,"The concept of a Commonwealth is defined by the generation, form, and power of its systems",B1049,0.8840025649144613
S0024331004p,B0128003p,Hawles's stance on grants lacks the necessary scrutiny,S0024331,Silent acceptance or mere submission under duress does not equate to consent,B0128,0.7821388539893722
S0019211006p,B0619004p,The unauthorized translation of the Gazette reflects broader issues of governance and the need for oversight in a time when misinformation and manipulation threaten the stability of the realm,S0019211,Protestants and the king of England argue that the Pope's exemption is not grounded in divine right,B0619,0.9130014320951015
S0021295002sc,B0222001sc,to uphold Parliament's integrity,S0021295,A government requires a supreme power to maintain order,B0222,0.9146983897747666
S0019390005p,B0003004p,Reviving this oath can protect the integrity of the monarchy and the Protestant establishment from perceived internal threats,S0019390,Property is tied to ownership and dominion over land and resources,B0003,0.900773295104889
B0431001sc,B0359002sc,A prince should personally dispense justice,B0431,The people's fundamental rights remain intact,B0359,0.7924712672818413
S0016793003p,B0350005p,"By remaining silent on this matter, Parliament risks tacitly endorsing the Lords' actions, which undermines the very principles of governance and justice that should prevail in a free society",S0016793,The assembly's ability to hold kings accountable ensures that no single individual can wield unchecked power,B0350,0.42023744897000814
S0018590002sc,B1102001sc,Parliament must support King Charles II in maintaining a strong military presence for loyalty to the Crown,S0018590,The kingdom of God is a civil Commonwealth governed by God,B1102,0.9198631283333122
B1068006p,B0456003p,"While judges may interpret laws and apply them to unique situations, their errors do not have the power to create new laws",B1068,Historical examples show that the absence of a decisive leader led to instability,B0456,0.7567243123249927
B1065006p,B0901002p,The authority of laws is rooted in the will of the Commonwealth,B1065,True unity reflects the divine intention of God,B0901,0.4846311730368524
S0024419001sc,B0836001sc,England's political situation requires transparency,S0024419,The people lack the power to revoke their representatives' authority in Parliament,B0836,0.8248341641676825
S0023856003p,B0249009p,The lack of a qualifying clause underscores the urgent need for a Bill to establish clear boundaries on royal authority,S0023856,The authority of kings to allocate property is contingent upon the consent and rights of the people,B0249,0.8848916600086744
S0021184004p,B0270001p,Delaying the investigation risks allowing the witnesses to evade accountability,S0021184,The oath of allegiance is not binding on the whole body of a nation,B0270,0.9234357168137568
B0726001sc,B0203002sc,The magistrate's role in war is essential for maintaining peace,B0726,Laws are essential for protecting individual rights in governance,B0203,0.8967510646594843
B0951001p,B0850007p,The power of the States of the Kingdom was retained after the death of Pipin,B0951,"Reformations were led by kings or appointed leaders, not by the people themselves",B0850,0.8197796178844745
S0018618007p,B0912007p,"If King Charles II opts against war, it is imperative that he disbands the army",S0018618,Any act of division would not only violate the Emperor's responsibilities but also conflict with the foundational principles of human Right that govern the Empire,B0912,0.7938088571840649
B0859002sc,B0137002sc,A king must maintain his rights to protect his subjects,B0859,The right is based on the collective will of their people,B0137,0.6985959017870419
S0023513001p,B0450004p,The Committee must investigate the failures in military and administrative leadership that have jeopardized England's security and governance,S0023513,"Secular government is tasked with regulating earthly matters, such as the body and property",B0450,0.872203454751992
B1144002p,B0080005p,A well-structured aristocracy relies on a sufficient number of elected patricians rather than individual ownership,B1144,Individuals would only relinquish their rights and privileges if convinced that a higher law mandates their submission to a monarch,B0080,0.904803093708894
B1132007p,B0513003p,The king's lineage should be clear and uncontested,B1132,The existence of the legislative is contingent upon its ability to serve the community's interests,B0513,0.8210530105238639
S0070463006p,B0049001p,King James II warned against internal divisions,S0070463,An usurper cannot have a right to rule,B0049,0.923281120930914
S0021107008p,B0705008p,This stance underscores the need for Parliament to assert its authority,S0021107,The relationship between the people and the ministers is akin to that of a guardian to a ward,B0705,0.8192071620346436
S0022958002p,B1060002p,The recent history of extraordinary bail practices under the late King James II serves as a cautionary tale,S0022958,"The distribution of land and resources is fundamentally tied to the concept of propriety, which is established by the sovereign power of the Commonwealth",B1060,0.9217764734071161
S0018142003p,B1139004p,"By seeking the Lords' participation, we reinforce the collaborative nature of governance and demonstrate our commitment to a balanced power structure that respects both Houses of Parliament",S0018142,A monarch's authority is not absolute,B1139,0.8126163429616009
S0023740002sc,B0176001sc,Legal officers must adhere to their oaths,S0023740,Governments are established through the consent of the governed,B0176,0.8788731147300162
S0022697001p,B0830006p,The integrity of parliamentary debates is essential for the functioning of governance,S0022697,"A title that is contingent upon the people's approval cannot be considered complete or legitimate, as it lacks the permanence and authority that true sovereignty demands",B0830,0.9099174805876128
S0023113002sc,B0490002sc,to preserve stability,S0023113,consent to a common legislative authority is required for true freedom in society,B0490,0.8597394872753262
S0017646003p,B0539006p,"The noble Lord, Lord Douglas, recently deployed his regiment to France",S0017646,"When the law is transgressed to the harm of individuals, the people have the right to oppose such tyranny",B0539,0.8888712390021902
S0022857003p,B0872005p,Failure to establish a functioning Parliament may result in a permanent void in governance,S0022857,"Secular authorities, including the Empire, are gifts from God",B0872,0.8758263082638976
B0878005p,B0470010p,"This form of governance is portrayed as the most natural and durable, reflecting divine providence",B0878,The emperor's authority is rooted in legal and historical frameworks,B0470,0.891810436034704
S0017620004p,B0949006p,It is imperative that we hold our leaders to their words,S0017620,Philip the Fair is credited with creating ecclesiastical Peers,B0949,0.9139409624268396
S0021220001p,B0349004p,Every individual who has received funds for 'Secret Service' must have their name recorded in the Ledger to ensure accountability and transparency in government spending,S0021220,The people are inherently superior to the king,B0349,0.6961096430127999
S0052094002sc,B0130002sc,The Committee must adequately consider all factions' concerns,S0052094,A ruler's legitimacy does not require mere passive acquiescence amid dissent,B0130,0.809747913106696
S0023406001sc,B0593002sc,A government reflects the will of the people,S0023406,There is a lack of divine revelation,B0593,0.8743856985863091
S0020358003sc,B1111001sc,The House of Commons must ensure accountability,S0020358,Total submission to a conqueror is lawful,B1111,0.7207823895737007
S0051574002p,B0997001p,"The imposition of a fine risks allowing the supreme magistrate, Oliver Cromwell, to unilaterally appoint triers",S0051574,The longevity of royal rule is indeed affected by the contempt of the subjects,B0997,0.8940967772004721
S0051594005p,B0864004p,Insisting that the question be put to a vote emphasizes the necessity for the assembly to reach a conclusion,S0051594,"For instance, Abraham recognized the king of Sodom as having true lordship",B0864,0.7413025843173153
S0024315002p,B1204004p,King William of Orange has only taken from his enemies,S0024315,The biblical injunctions to honor the king and to fear both the Lord and the king reinforce the notion that rulers should be held in esteem,B1204,0.9233471484598915
S0023252001p,B0583006p,"The law must be made equal for all individuals, ensuring that no one is above the established qualifications",S0023252,The rebellion led to the king's death and sowed the seeds of discord that ultimately weakened the Church and the Republic,B0583,0.9203269559262893
S0019390002sc,B0851001sc,Imposing a specific oath on all members of the King's family is necessary to protect the realm from treason,S0019390,The belief that people can effectively correct state and church errors is unsupported,B0851,0.9053687690761378
S0010876002sc,B0988003sc,The proposed Bill does not resolve key governance challenges,S0010876,Governance aligns with community needs,B0988,0.8902272947093446
S0023252003sc,B0890003sc,All citizens must promote national cohesion,S0023252,Blasphemy is connected to the downfall of kings,B0890,0.9009871063256722
S0018211004p,B0313004p,"The current political climate, particularly in light of the recent Popish Plot and the rising tensions surrounding Catholic influence, demands vigilance and action",S0018211,Historical instances show that parliaments have the authority to refuse royal edicts,B0313,0.9239083989986996
S0023845001sc,B0518003sc,Removing individuals considered dangerous to the government is essential for maintaining stability after recent political upheaval,S0023845,Positive laws ensure power serves the public good,B0518,0.8996959441178387
S0070482001sc,B0828003sc,The House of Commons asserts that recognizing the vacancy of the English throne is crucial for the kingdom's future peace,S0070482,A king's power depends on the people's approval,B0828,0.923281120930914
B0188002p,B0146010p,"History demonstrates that governments can devolve into tyranny, which is contrary to the welfare of the people",B0188,The Senate's function was limited to advising,B0146,0.8318301612589616
S0080554002sc,B0771003sc,The Prince's declaration highlights the need for stable governance under William of Orange and Mary II,S0080554,People must protect their safety,B0771,0.6420218968916334
S0003583009p,B0397001p,The conspiratorial activities that accompany the prospect of a Catholic ruler pose a threat to the realm,S0003583,A prince who takes an oath of homage cannot be regarded as an absolute sovereign,B0397,0.9231759064445114
S0021128002sc,B0275002sc,King Charles II's sealing of Danby's Pardon undermines Parliament's authority,S0021128,The decline of the nobility has led to disorder in contemporary politics,B0275,0.7835473199836832
S0020661001p,B0279001p,The Bill effectively addresses the pressing concerns of the time without the need for amendments,S0020661,It is indeed possible for individuals in power to be incapable of making sound judgments regarding governance,B0279,0.8953688588473149
S0053431002sc,B0787002sc,Dissolving the current settlement is counterproductive,S0053431,The English Parliament removed bishops from the House of Lords,B0787,0.9147656634685369
S0023433002p,B0339006p,The late Chancellor should be excluded from the Indemnity to ensure accountability for his actions,S0023433,"Without clear divine calling, individuals must exercise caution and avoid self-deception",B0339,0.9030463652808766
S0023812001p,B0409003p,It is essential that individuals with questionable integrity or a lack of accountability are not allowed to hold positions of influence within our government,S0023812,"This indicates that the principles of democracy can be applied within a monarchical framework, allowing for equal opportunity among subjects",B0409,0.9138174910605671
S0020618010p,B1106004p,The threats posed by the Catholic succession are particularly concerning,S0020618,"This principle extends to any Commonwealth, where the sovereign holds the same position as Abraham, thus being the only one capable of discerning and interpreting what constitutes the word of God",B1106,0.9190803434151983
S0022891002sc,B0221001sc,Immediate action is necessary to address the grievances of clergy,S0022891,Rulers who gain power through violence do not have legitimate authority,B0221,0.7527509133817512
S0010919001p,B0755008p,The inability to seek recourse from King Charles II highlights a critical failure in the jurisdiction claimed by certain authorities,S0010919,Christ's submission to authority was a means to achieve liberation for humanity,B0755,0.9144714545435367
S0021088005p,B0395007p,"Given the current tensions surrounding the Exclusion Crisis and the potential threat posed by the Duke of York's Catholicism, it is crucial to scrutinize any decisions that may affect the security and governance of the nation",S0021088,The nature of the succession highlights the importance of context in determining the binding nature of previous covenants,B0395,0.903246027583839
S0023896003p,B0143004p,This shift in focus undermines the rule of law,S0023896,A just government must be led by individuals who possess the virtues necessary to promote the well-being of the society they govern,B0143,0.9177076909722992
B0919003sc,B0740001sc,The law emphasizes the Commonwealth's leadership authority,B0919,A definite head is essential for the stability and effectiveness of a commonwealth,B0740,0.8328750353163533
S0019686002p,B0227010p,These individuals are not an organized army but rather have already been disbanded by law,S0019686,This structure ensures that legal corrections are made judiciously and fairly,B0227,0.9214000115647051
S0018172001sc,B0761003sc,Parliament must confront the threat from Popish Recusants,S0018172,The Law of Nature supports justice,B0761,0.9237566489947242
S0024268001p,B0880002p,"The employment of Shales, a man known to be aligned with King James II, raises serious concerns about the integrity and oversight of the current government",S0024268,All power comes from God,B0880,0.9188798738743614
S0020986001sc,B0746002sc,The House of Commons must act decisively to safeguard its authority from the House of Lords,S0020986,there is an absence of moral support in his arguments,B0746,0.9118594312816789
B0950010p,B0218008p,The summoning of the general council by Lewis reinforced the notion that the Public Council's authority was a fundamental aspect of governance during the Carlovingian era,B0950,Coronation ceremonies reinforce the social contract between the ruler and the governed,B0218,0.22365828373791524
S0020349003p,B0093004p,Individuals in positions of power should not be shielded from scrutiny or consequences simply because they act under royal command,S0020349,This principle is rooted in the idea that power originates from the people,B0093,0.6139823515608998
S0000924005p,B0745004p,This ambiguity allows for the possibility of unjust accusations against those not specifically named,S0000924,Various statutes were enacted with the explicit involvement of the king's council,B0745,0.891549886751359
B0556001sc,B0211003sc,Obedience to authorities established by God is necessary,B0556,Rulers must prioritize the well-being of their subjects by safeguarding their properties,B0211,0.47752318234331825
S0000801005p,B0491005p,No orders affecting the people or the Militia should be issued without the king's consent,S0000801,The lack of security and protection is akin to the vulnerabilities present in the state of Nature,B0491,0.9123291020406901
S0000780001p,B0233001p,Members of Parliament must prioritize the public good over personal convenience during this critical time for the kingdom,S0000780,The concept of kingship is not a natural right that must be maintained indefinitely,B0233,0.8988115257571614
S0021073003sc,B1198001sc,the necessity of preventing a Catholic from inheriting the English throne,S0021073,Leadership requires taking up arms against public wrongs,B1198,0.8617616565607149
B1090001sc,B0224001sc,Loss of sovereignty does not lead to the disintegration of the Commonwealth,B1090,Killing a king is a legitimate means to obtain sovereign power,B0224,0.8428752022678462
B0362004p,B0010007p,Individuals expect protection from oppression and the administration of justice from a king,B0362,Subjects cannot be expected to obey a power that is not clearly established,B0010,0.7495284858586664
S0020882008p,B0025004p,The House of Commons stands firm in its duty to protect the interests of Protestant England,S0020882,"This process does not infringe upon the freedom of others, as those who do not wish to join the new government remain in their original state of nature",B0025,0.6975378617089092
B0593002sc,B0453001sc,There is a lack of divine revelation,B0593,Active citizen participation in the legislative process can effectively create a commonwealth,B0453,0.8278996091695082
S0019328005p,B0813001p,This approach upholds the integrity of the judicial process,S0019328,"The specification of government types, such as monarchy, aristocracy, and democracy, arises from human constitution rather than from a divine or natural order",B0813,0.8587782450622194
B1139005p,B0019001p,The necessity for a council composed of representatives from various classes of citizens supports the claim that the interests of the majority are considered in governance,B1139,"Men are naturally free, equal, and independent, as they possess the inherent right to consent to any political power that governs them",B0019,0.9202190939394731
S0019611010p,B0691007p,"The Proviso's implications would cease if the Duke were to become King, thus it poses no real threat",S0019611,The behavior of the ruler sets a precedent for the populace,B0691,0.9111545651458226
S0020897002sc,B1088002sc,The speaker actually aims to promote meaningful reform,S0020897,The sovereign's primary role is to ensure the people's well-being,B1088,0.6430854096529143
S0023859003p,B0593001p,There will inevitably be situations where individuals require forgiveness,S0023859,The king of England does not have the authority to compel belief in the article of his primacy,B0593,0.8485775275485826
S0020468007p,B1142007p,The Exclusion Crisis demands immediate attention to protect the Protestant establishment from the looming threat of a Catholic monarchy,S0020468,Governance is a collective decision rather than a hereditary entitlement,B1142,0.8489504357176555
S0022824004p,B0778006p,The focus of our discussions should be on protecting the integrity of Parliament and the decisions made within it,S0022824,The King must act in accordance with the legal framework that protects the rights of the citizens,B0778,0.4834458454005747
S0023391001p,B1038002p,"It is crucial to avoid creating a multitude of offenders in the wake of the recent political upheaval, as this could undermine the stability of the government and alienate the populace",S0023391,Covenants made under fear of death or violence are still binding within the context of a commonwealth,B1038,0.9239083989986996
S0051928007p,B0779003p,This action would honor the contributions of Lords Callender and Cranstone,S0051928,The King's duty is to call Parliaments to address the concerns of the nation,B0779,0.8860565838127821
S0019602007p,B0557005p,Retaining the Proviso could provide a strategic advantage in future legislation concerning Catholicism,S0019602,"The example of Christ, who paid taxes to a tyrant, illustrates that obedience to earthly authorities is a reflection of a higher spiritual order",B0557,0.9231982565455674
B0845001sc,B0202001sc,Rebellion against kings does not lead to greater misery for subjects,B0845,All magistrates deserve equal respect when committed to serving the public good,B0202,0.8760836758548561
B0103002sc,B0096002sc,Choosing one's society is a fundamental right essential for preventing oppression,B0103,A family cannot meet the needs of all individuals,B0096,0.34029965856424244
S0022668005sc,B1070002sc,The House should thank the Soldiers for their role in liberating England,S0022668,fundamental laws to function effectively,B1070,0.7216799187367259
S0051842007p,B0614003p,It is crucial that we do not dismiss the rights of individuals in our pursuit of a stable government,S0051842,A king's authority is derived from God,B0614,0.8457198330291023
S0019256005p,B0725006p,Swift action on the Petition will reinforce the authority of Parliament in addressing grievances and upholding the rule of law,S0019256,"This collaborative approach not only enhances the legitimacy of the prince's authority but also reinforces the spirit of liberty among the subjects, ultimately securing their support and favor",B0725,0.9233724100092847
S0020274010p,B1041007p,This approach reinforces the authority of Parliament in the face of royal prerogative,S0020274,The promises made under duress lack the necessary foundation of mutual consent,B1041,0.9227340292633373
B1101001sc,B0050002sc,Civil society's stability relies on the sovereign's authority to administer justice,B1101,unlawful usurpation results in tyranny,B0050,0.5775820284161107
S0052736002p,B0752001p,The aftermath of the English Civil War has left various parts of the nation with legitimate complaints regarding governance and representation,S0052736,All nations do have the liberty to choose their form of government,B0752,0.17582791384160606
S0020560001sc,B0826001sc,Political processes require vigilance,S0020560,A king's relationship with his people is stronger than a husband's relationship with his wife,B0826,0.9227267474027939
B0874001sc,B0048003sc,The people can correct the emperor's actions when needed,B0874,Usurpation undermines the principles necessary for legitimate government,B0048,0.21367148400158778
S0023802003p,B0262004p,This approach recognizes the authority of the monarchy,S0023802,The Israelites chose their leaders based on their own judgment and assembled to confer sovereignty,B0262,0.8494042977610488
S0023055001p,B0951006p,The decision regarding whether to allocate funds from hereditary or temporary revenue should not be a point of contention,S0023055,This demonstrates that the regal authority was not absolute but rather shared with the public council,B0951,0.9212896420715118
S0017330007p,B0933001p,There is a critical need for a cohesive stance in the face of political and religious challenges,S0017330,The division of the Kingdom among the sons of Charlemagne was done by the authority of the Publick Council,B0933,0.9233789272621624
S0053135001p,B1095005p,"To ensure the integrity and effectiveness of the English Parliament, it is essential to secure its privileges and clarify the role of the negative voice in legislation",S0053135,The retention of rights by every individual inevitably leads to competition and strife as individuals seek to assert their rights over one another,B1095,0.8275671591908096
S0051893003sc,B0272004sc,risks societal stability,S0051893,The government fails to uphold liberties for its citizens,B0272,0.7856421805015921
S0021280001sc,B0809002sc,Members of Parliament must be consulted,S0021280,Christ is the ultimate ruler over all kingdoms,B0809,0.8747573117676428
S0017914008p,B1085002p,The Act of Re-assumption would reinforce the authority of Parliament in the face of royal prerogative,S0017914,"When a charismatic individual gains the favor of the people, that individual can divert the public's loyalty away from the established laws and authority of the sovereign",B1085,0.9185986415724771
S0051754005p,B0948002p,The chief magistrate could manipulate the system to suppress religious freedoms and impose personal biases,S0051754,"The narrative describes a miraculous healing that occurs through the intercession of saints, specifically St. Peter and St. Paul",B0948,0.9057404328126973
S0019126004p,B1101004p,"The presence of a substantial Catholic army and the potential for a divided nation, where only a minority supports Protestantism, underscores the urgency of this situation",S0019126,A Commonwealth cannot endure if any entity other than the sovereign possesses the power to bestow greater rewards than life or impose punishments greater than death,B1101,0.89334629769877
S0017384004p,B0208009p,Advising King Charles II undermines the traditional role of the monarchy in governance,S0017384,The notion that a king can interpret or mitigate laws at his discretion poses a significant risk,B0208,0.6181800909346892
S0020899008p,B0182003p,The fears stemming from the Popish Plot highlight the urgent need for a vigilant Parliament,S0020899,The notion that individuals must submit to tyranny simply because it is enacted by a king is fundamentally flawed,B0182,0.4179438395999821
S0020122002sc,B0892001sc,The act of Treason threatens the monarchy,S0020122,Arbitrary government is defined by total control by the ruler,B0892,0.92092464993394
S0017984008p,B0167004p,It is imperative that England unites against these perceived threats to ensure the preservation of its monarchy,S0017984,The rights and liberties enjoyed by individuals are not derived from the concessions of a king but are inherent to all,B0167,0.671871823456551
S0023239004p,B0431003p,This is especially important in a time of political upheaval following the Glorious Revolution,S0023239,This personal involvement not only reassures subjects that their grievances are being heard but also enhances the authority of the prince and his officials,B0431,0.8139562530342264
S0020970001p,B0141001p,The Lords possess the right to withhold any Bill after it has been agreed upon by both Houses,S0020970,The practice of coronation and inauguration is significant in conferring the right to rule,B0141,0.923953911982811
S0051843002p,B0266003p,"By choosing to support the grants, the decision-makers can ensure that resources are allocated to those in need without igniting further disputes over property rights",S0051843,"When the Lords and Commons fail to assert their rights and responsibilities, they inadvertently provide a facade of legitimacy to the Crown's potential overreach",B0266,0.9118594312816789
S0020895005p,B1027005p,The belief that a standing army is preferable to the traditional militia reflects a dangerous shift in priorities,S0020895,"The fundamental structure of governance remains unchanged, regardless of the subjective feelings of the populace",B1027,0.9239049587248039
S0024415009p,B0449003p,It is imperative that Parliament advises King William to surround himself with individuals who have not contributed to past failures,S0024415,"This unification is essential, as it allows for the harmonious distribution of roles and responsibilities among the clergy, military, and commoners, ensuring that each group contributes according to its merits",B0449,0.8214839243840146
S0023216001p,B0163002p,It is inconceivable that any legislation emerging from this assembly would undermine the Legislative Power,S0023216,The very foundation of legitimate governance lies in the consent and participation of the governed,B0163,0.8525041695751021
S0020250002p,B0105006p,The last dissolved Parliament was marked by unease among the ruling powers,S0020250,"Without this clarity, claims to legitimacy based on conquest remain dubious and are rightly viewed as illegitimate",B0105,0.8649064687399539
S0017412006p,B0207001p,The reference to Lord Cavendish's intention to present precedents of debates following a royal adjournment highlights the ongoing struggle within Parliament regarding the balance of power between the Crown and its members,S0017412,The laws of a land do not exist independently of the will of the king,B0207,0.9226619535475735
B0955007p,B0061006p,The agreements made between the kings reflect a consensus among the subjects,B0955,The behavior of the Roman bishops is characterized as a manipulation of piety to justify their ambitions for temporal power,B0061,0.9237966654208871
S0020398001p,B0641001p,"The Pardon granted is fundamentally flawed and illegitimate, as it violates the Statute of Richard II that outlines the proper procedure for passing such legal documents",S0020398,The recognition and acknowledgment made in the oath are coerced rather than voluntary,B0641,0.2028058425190803
